0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
0	1	0.113098
1	1	-5.42874e+82
2	1	-6.29811e+84
3	1	-7.30408e+86
4	1	-8.46778e+88
5	1	-9.81332e+90
6	1	-1.13684e+93
7	1	-1.31647e+95
8	1	-1.52386e+97
9	1	-1.76318e+99
10	1	-2.03917e+101
11	1	-2.35726e+103
12	1	-2.72366e+105
13	1	-3.14542e+107
14	1	-3.63057e+109
15	1	-4.18825e+111
16	1	-4.8288e+113
17	1	-5.56397e+115
18	1	-6.40702e+117
19	1	-7.37295e+119
20	1	-8.47863e+121
21	1	-9.74306e+123
22	1	-1.11876e+126
23	1	-1.2836e+128
24	1	-1.4715e+130
25	1	-1.68543e+132
26	1	-1.92868e+134
27	1	-2.2049e+136
28	1	-2.51812e+138
29	1	-2.87275e+140
30	1	-3.27362e+142
31	1	-3.72601e+144
32	1	-4.23562e+146
33	1	-4.80858e+148
34	1	-5.45147e+150
35	1	-6.17128e+152
36	1	-6.97536e+154
37	1	-7.87138e+156
38	1	-8.8673e+158
39	1	-9.9712e+160
40	1	-1.11912e+163
41	1	-1.25355e+165
42	1	-1.40117e+167
43	1	-1.56275e+169
44	1	-1.73896e+171
45	1	-1.93043e+173
46	1	-2.13771e+175
47	1	-2.36126e+177
48	1	-6.68615e+179
49	1	6.67322e+179
50	1	0
0	2	0.223412
1	2	-1.91746e+82
2	2	-2.17899e+84
3	2	-2.474e+86
4	2	-2.80643e+88
5	2	-3.18056e+90
6	2	-3.60104e+92
7	2	-4.07293e+94
8	2	-4.60173e+96
9	2	-5.19334e+98
10	2	-5.85409e+100
11	2	-6.59072e+102
12	2	-7.41037e+104
13	2	-8.32049e+106
14	2	-9.32885e+108
15	2	-1.04434e+111
16	2	-1.16721e+113
17	2	-1.3023e+115
18	2	-1.45038e+117
19	2	-1.61215e+119
20	2	-1.78826e+121
21	2	-1.97923e+123
22	2	-2.1854e+125
23	2	-2.40691e+127
24	2	-2.64362e+129
25	2	-2.895e+131
26	2	-3.16012e+133
27	2	-3.43746e+135
28	2	-3.72485e+137
29	2	-4.0193e+139
30	2	-4.3169e+141
31	2	-4.61258e+143
32	2	-4.89998e+145
33	2	-5.17121e+147
34	2	-5.41668e+149
35	2	-5.62482e+151
36	2	-5.78188e+153
37	2	-5.87167e+155
38	2	-5.87537e+157
39	2	-5.77128e+159
40	2	-5.53467e+161
41	2	-5.13766e+163
42	2	-4.54913e+165
43	2	-3.73476e+167
44	2	-2.65716e+169
45	2	-1.27613e+171
46	2	4.50976e+172
47	2	2.56874e+175
48	2	2.23051e+178
49	2	-2.22406e+178
50	2	0
0	3	0.328224
1	3	2.94875e+81
2	3	3.52189e+83
3	3	4.19842e+85
4	3	4.99585e+87
5	3	5.93442e+89
6	3	7.03748e+91
7	3	8.33198e+93
8	3	9.84898e+95
9	3	1.16242e+98
10	3	1.36985e+100
11	3	1.61189e+102
12	3	1.8939e+104
13	3	2.22202e+106
14	3	2.6032e+108
15	3	3.04537e+110
16	3	3.55751e+112
17	3	4.14978e+114
18	3	4.83363e+116
19	3	5.62194e+118
20	3	6.52915e+120
21	3	7.57143e+122
22	3	8.76676e+124
23	3	1.01351e+127
24	3	1.16986e+129
25	3	1.34815e+131
26	3	1.55105e+133
27	3	1.78147e+135
28	3	2.04255e+137
29	3	2.3377e+139
30	3	2.67053e+141
31	3	3.04489e+143
32	3	3.46485e+145
33	3	3.93459e+147
34	3	4.45844e+149
35	3	5.04075e+151
36	3	5.68587e+153
37	3	6.39796e+155
38	3	7.18096e+157
39	3	8.03839e+159
40	3	8.97318e+161
41	3	9.98754e+163
42	3	1.10827e+166
43	3	1.22587e+168
44	3	1.35143e+170
45	3	1.48466e+172
46	3	1.62512e+174
47	3	1.7722e+176
48	3	4.81718e+178
49	3	-4.8082e+178
50	3	0
0	4	0.424955
1	4	1.09247e+82
2	4	1.25361e+84
3	4	1.43782e+86
4	4	1.64832e+88
5	4	1.88871e+90
6	4	2.16307e+92
7	4	2.47598e+94
8	4	2.83262e+96
9	4	3.23882e+98
10	4	3.70112e+100
11	4	4.22686e+102
12	4	4.82427e+104
13	4	5.50255e+106
14	4	6.272e+108
15	4	7.14407e+110
16	4	8.1315e+112
17	4	9.24846e+114
18	4	1.05106e+117
19	4	1.19353e+119
20	4	1.35417e+121
21	4	1.53507e+123
22	4	1.73855e+125
23	4	1.9671e+127
24	4	2.22348e+129
25	4	2.51064e+131
26	4	2.8318e+133
27	4	3.19041e+135
28	4	3.59013e+137
29	4	4.03489e+139
30	4	4.52881e+141
31	4	5.07623e+143
32	4	5.68162e+145
33	4	6.34962e+147
34	4	7.08492e+149
35	4	7.89221e+151
36	4	8.77613e+153
37	4	9.74112e+155
38	4	1.07914e+158
39	4	1.19306e+160
40	4	1.31621e+162
41	4	1.44883e+164
42	4	1.59109e+166
43	4	1.74305e+168
44	4	1.90467e+170
45	4	2.07578e+172
46	4	2.2561e+174
47	4	2.44526e+176
48	4	6.59319e+178
49	4	-6.58093e+178
50	4	0
0	5	0.511221
1	5	1.44111e+82
2	5	1.64847e+84
3	5	1.88483e+86
4	5	2.15415e+88
5	5	2.46087e+90
6	5	2.80997e+92
7	5	3.20707e+94
8	5	3.6585e+96
9	5	4.17133e+98
10	5	4.75355e+100
11	5	5.41406e+102
12	5	6.16284e+104
13	5	7.01104e+106
14	5	7.97107e+108
15	5	9.05679e+110
16	5	1.02835e+113
17	5	1.16684e+115
18	5	1.32302e+117
19	5	1.49898e+119
20	5	1.69701e+121
21	5	1.91963e+123
22	5	2.16961e+125
23	5	2.44994e+127
24	5	2.76392e+129
25	5	3.11508e+131
26	5	3.50728e+133
27	5	3.94462e+135
28	5	4.43151e+137
29	5	4.97263e+139
30	5	5.57291e+141
31	5	6.23754e+143
32	5	6.97189e+145
33	5	7.78149e+147
34	5	8.67197e+149
35	5	9.64898e+151
36	5	1.07181e+154
37	5	1.18846e+156
38	5	1.31537e+158
39	5	1.45298e+160
40	5	1.60168e+162
41	5	1.76179e+164
42	5	1.93352e+166
43	5	2.11694e+168
44	5	2.31203e+170
45	5	2.51859e+172
46	5	2.73629e+174
47	5	2.9647e+176
48	5	7.98924e+178
49	5	-7.97438e+178
50	5	0
0	6	0.5849
1	6	1.66907e+82
