0	0
1	0
2	6.98546e-24
3	2.76188e-22
4	5.4675e-21
5	7.23417e-20
6	7.20515e-19
7	5.76829e-18
8	3.87055e-17
9	2.24115e-16
10	1.14415e-15
11	5.23604e-15
12	2.17645e-14
13	8.30569e-14
14	2.93594e-13
15	9.68543e-13
16	3.001e-12
17	8.7818e-12
18	2.43865e-11
19	6.45338e-11
20	1.63343e-10
21	3.96749e-10
22	9.27465e-10
23	2.09208e-09
24	4.56435e-09
25	9.65194e-09
26	1.98205e-08
27	3.95941e-08
28	7.7063e-08
29	1.46347e-07
30	2.71529e-07
31	4.92789e-07
32	8.75789e-07
33	1.52571e-06
34	2.60784e-06
35	4.37729e-06
36	7.22084e-06
37	1.17152e-05
38	1.87064e-05
39	2.9416e-05
40	4.55811e-05
41	6.96361e-05
42	0.000104943
43	0.000156081
44	0.000229202
45	0.000332458
46	0.000476513
47	0.000675133
48	0.00094586
49	0.00131077
50	0.00179727
51	0.00243899
52	0.00327663
53	0.00435881
54	0.0057429
55	0.0074956
56	0.00969341
57	0.0124228
58	0.0157801
59	0.0198704
60	0.0248072
61	0.0307097
62	0.0377007
63	0.0459034
64	0.0554373
65	0.0664135
66	0.0789293
67	0.0930618
68	0.108862
69	0.126349
70	0.1455
71	0.166247
72	0.188471
73	0.211995
74	0.236583
75	0.261935
76	0.287691
77	0.313429
78	0.338675
79	0.362906
80	0.385561
81	0.406055
82	0.423792
83	0.438183
84	0.448665
85	0.454713
86	0.455869
87	0.451751
88	0.442073
89	0.426661
90	0.40546
91	0.378541
92	0.346109
93	0.308494
94	0.266147
95	0.219631
96	0.169599
97	0.11678
98	0.0619507
99	0.00591141
100	-0.0505393
101	-0.106633
102	-0.161654
103	-0.214967
104	-0.26603
105	-0.314412
106	-0.359801
107	-0.402007
108	-0.440959
109	-0.476695
110	-0.509345
111	-0.539119
112	-0.566278
113	-0.591108
114	-0.613902
115	-0.634926
116	-0.654401
117	-0.672485
118	-0.689253
119	-0.704692
120	-0.718697
121	-0.731074
122	-0.741549
123	-0.749783
124	-0.75539
125	-0.757962
126	-0.757091
127	-0.752397
128	-0.743548
129	-0.730285
130	-0.712437
131	-0.689934
132	-0.662814
133	-0.631223
134	-0.59541
135	-0.555717
136	-0.512559
137	-0.466408
138	-0.417767
139	-0.367152
140	-0.315062
141	-0.261961
142	-0.208263
143	-0.154313
144	-0.100382
145	-0.0466632
146	0.00672514
147	0.0597319
148	0.11236
149	0.164652
150	0.216666
151	0.268463
152	0.320081
153	0.371524
154	0.422738
155	0.47361
156	0.523956
157	0.573522
158	0.62199
159	0.668984
160	0.714089
161	0.756864
162	0.796865
163	0.833663
164	0.866865
165	0.896133
166	0.921199
167	0.941874
168	0.958058
169	0.969737
170	0.976977
171	0.979919
172	0.978758
173	0.973731
174	0.96509
175	0.953089
176	0.937959
177	0.919894
178	0.899041
179	0.875486
180	0.849261
181	0.820342
182	0.788662
183	0.754124
184	0.716617
185	0.676041
186	0.632318
187	0.58542
188	0.535375
189	0.482284
190	0.426326
191	0.367752
192	0.306887
193	0.244114
194	0.17986
195	0.114578
196	0.0487256
197	-0.0172489
198	-0.0829287
199	-0.14794
200	-0.21196
201	-0.274727
202	-0.336034
203	-0.39573
204	-0.453708
205	-0.509897
206	-0.56425
207	-0.616725
208	-0.667281
209	-0.715858
210	-0.762373
211	-0.806709
212	-0.848714
213	-0.888196
214	-0.924929
215	-0.958655
216	-0.989099
217	-1.01597
218	-1.039
219	-1.05791
220	-1.07247
221	-1.08251
222	-1.08791
223	-1.0886
224	-1.08459
225	-1.07597
226	-1.06286
227	-1.04546
228	-1.02399
229	-0.998681
230	-0.969786
231	-0.937542
232	-0.902163
233	-0.863841
234	-0.822731
235	-0.77896
236	-0.732627
237	-0.68381
238	-0.632572
239	-0.578976
240	-0.52309
241	-0.464997
242	-0.404807
243	-0.342661
244	-0.278737
245	-0.213255
246	-0.146479
247	-0.078709
248	-0.0102855
249	0.0584242
250	0.127033
251	0.195147
252	0.262376
253	0.328346
254	0.392715
255	0.455175
256	0.515465
257	0.573369
258	0.628717
259	0.681382
260	0.731269
261	0.77831
262	0.822449
263	0.863637
264	0.901818
265	0.936924
266	0.968868
267	0.997543
268	1.02282
269	1.04456
