0	0	0	0	0
1	0	0	0	0.0308035
2	0	0	0	-0.000260793
3	0	0	0	-0.00480745
4	0	0	0	-0.00485528
5	0	0	0	-0.00417846
6	0	0	0	-0.00353838
7	0	0	0	-0.00295223
8	0	0	0	-0.00268686
9	0	0	0	-0.00230797
10	0	0	0	-0.0024239
11	0	0	0	-0.00210504
12	0	0	0	-0.00235659
13	0	0	0	-0.00207664
14	0	0	0	-0.00193666
15	0	0	0	-0.00211449
16	0	0	0	-0.00127301
17	0	0	0	-0.00159055
18	0	0	0	-0.00127956
19	0	0	0	-0.00186141
20	0	0	0	-0.00388358
21	0	0	0	-0.00349544
22	0	0	0	-0.00378711
23	0	0	0	-0.00379074
24	0	0	0	-0.000802219
25	0	0	0	-0.000704977
26	0	0	0	-0.00213904
27	0	0	0	-3.89767e-05
28	0	0	0	0.00139536
29	0	0	0	0.000818002
30	0	0	0	0.00100311
31	0	0	0	0.000685241
32	0	0	0	0.000122045
33	0	0	0	0.000727964
34	0	0	0	0.000754095
35	0	0	0	2.75327e-05
36	0	0	0	0.00023967
37	0	0	0	0.000791574
38	0	0	0	0.000798686
39	0	0	0	0.00106972
40	0	0	0	0.00180823
41	0	0	0	0.00201045
42	0	0	0	0.00152281
43	0	0	0	0.001421
44	0	0	0	0.00203802
45	0	0	0	0.00228336
46	0	0	0	0.00157297
47	0	0	0	0.000777768
48	0	0	0	0.000523265
49	0	0	0	0.000247677
0	1	-45.7174	0	9.87688
1	1	-0.744929	0.0142503	-0.0186793
2	1	-0.125186	0.00219694	-0.00955743
3	1	0.103374	8.84116e-05	-0.00833706
4	1	0.180641	-0.000324991	-0.00745729
5	1	0.100935	-0.000332389	-0.00653631
6	1	0.0594651	-0.000343055	-0.00585011
7	1	-0.10234	-0.000178299	-0.00500195
8	1	-0.136227	-0.000262441	-0.00442981
9	1	-0.285222	1.08973e-05	-0.00352024
10	1	-0.249287	-0.000223223	-0.00280382
11	1	-0.254842	0.000122399	-0.00209496
12	1	-0.19455	-0.000153144	-0.00116924
13	1	0.0857487	-3.55129e-05	-0.00123114
14	1	-0.0517433	0.000109338	-0.000714443
15	1	0.401274	-0.000501499	-0.00110804
16	1	0.141912	0.000245964	-0.00229466
17	1	-0.11535	-0.000183501	-0.00277072
18	1	-0.214919	0.00030523	-0.00430674
19	1	-1.2386	0.00122794	-0.0037404
20	1	-0.63599	-0.000214169	-0.00146106
21	1	0.105039	0.000176787	-0.00137973
22	1	-0.00784393	5.00367e-05	-0.0012832
23	1	1.17544	-0.00175524	-0.00154795
24	1	0.97673	-9.91623e-05	-0.00308468
25	1	-0.47587	0.000814988	-0.0025367
26	1	0.318739	-0.00124187	-0.000230973
27	1	1.06702	-0.000831217	0.000537557
28	1	0.19885	0.000350718	-0.000205582
29	1	-0.0793575	-0.000112482	-8.48145e-05
30	1	-0.043414	0.000178473	0.000793366
31	1	-0.294105	0.000316591	0.000695853
32	1	-0.0725078	-0.000368984	0.00037442
33	1	0.0342981	-3.26871e-06	0.000709218
34	1	-0.213411	0.000447931	0.000700179
35	1	-0.00327544	-0.000128282	0.000384361
36	1	0.323707	-0.000335252	0.000499436
37	1	0.178251	1.15858e-05	0.000698822
38	1	0.0353014	-0.000129336	0.000789588
39	1	0.173843	-0.000422498	0.00114589
40	1	0.188457	-0.000130901	0.00165075
41	1	-0.0136676	0.000267201	0.00179568
42	1	-0.0663344	4.73999e-05	0.00155438
43	1	0.0955984	-0.000364957	0.00153014
44	1	0.1105	-0.000143024	0.00194236
45	1	-0.134021	0.000417237	0.00206654
46	1	-0.291084	0.000469215	0.00147504
47	1	-0.173605	0.000155262	0.000820913
48	1	-0.0442005	0.00016464	0.000558401
49	1	-0.125828	0.000135924	0.000204487
0	2	-90.3092	0	9.51057
1	2	-0.218533	0.00468042	-0.0133733
2	2	-0.204055	0.00101163	-0.0100715
