0	0	0
1	0	1.38912e+85
2	0	1.51907e+87
3	0	1.67466e+89
4	0	1.84435e+91
5	0	2.02916e+93
6	0	2.23013e+95
7	0	2.44837e+97
8	0	2.68499e+99
9	0	2.94112e+101
10	0	3.21791e+103
11	0	3.5165e+105
12	0	3.83803e+107
13	0	4.18359e+109
14	0	4.55424e+111
15	0	4.95095e+113
16	0	5.37463e+115
17	0	5.82602e+117
18	0	6.30575e+119
19	0	6.81421e+121
20	0	7.35157e+123
21	0	7.9177e+125
22	0	8.51214e+127
23	0	9.13397e+129
24	0	9.78179e+131
25	0	1.04536e+134
26	0	1.11468e+136
27	0	1.18577e+138
28	0	1.25821e+140
29	0	1.33144e+142
30	0	1.40477e+144
31	0	1.47739e+146
32	0	1.54829e+148
33	0	1.61629e+150
34	0	1.67997e+152
35	0	1.73768e+154
36	0	1.78747e+156
37	0	1.82705e+158
38	0	1.85381e+160
39	0	1.86469e+162
40	0	1.85622e+164
41	0	1.82444e+166
42	0	1.76487e+168
43	0	1.6725e+170
44	0	1.54172e+172
45	0	1.36642e+174
46	0	1.13992e+176
47	0	8.55061e+177
48	0	5.04336e+179
49	0	-8.85916e+179
50	0	0
0	1	0
1	1	3.31862e+85
2	1	3.69021e+87
3	1	4.13811e+89
4	1	4.63805e+91
5	1	5.19577e+93
6	1	5.8176e+95
7	1	6.51053e+97
8	1	7.28228e+99
9	1	8.14133e+101
10	1	9.09706e+103
11	1	1.01598e+106
12	1	1.13408e+108
13	1	1.26527e+110
14	1	1.41091e+112
15	1	1.57253e+114
16	1	1.75178e+116
17	1	1.9505e+118
18	1	2.17069e+120
19	1	2.41457e+122
20	1	2.68457e+124
21	1	2.98336e+126
22	1	3.31388e+128
23	1	3.67935e+130
24	1	4.08332e+132
25	1	4.52966e+134
26	1	5.02266e+136
27	1	5.56699e+138
28	1	6.16777e+140
29	1	6.8306e+142
30	1	7.56163e+144
31	1	8.36751e+146
32	1	9.25553e+148
33	1	1.02335e+151
34	1	1.13101e+153
35	1	1.24943e+155
36	1	1.37959e+157
37	1	1.52254e+159
38	1	1.67936e+161
39	1	1.8512e+163
40	1	2.03922e+165
41	1	2.24461e+167
42	1	2.46851e+169
43	1	2.71204e+171
44	1	2.97622e+173
45	1	3.26188e+175
46	1	3.56966e+177
47	1	3.89987e+179
48	1	4.25245e+181
49	1	1.14099e+184
50	1	0
0	2	0
1	2	4.00499e+85
2	2	4.4465e+87
3	2	4.9781e+89
4	2	5.57e+91
5	2	6.22861e+93
6	2	6.96095e+95
7	2	7.77473e+97
8	2	8.6784e+99
9	2	9.68121e+101
10	2	1.07933e+104
11	2	1.20257e+106
12	2	1.33905e+108
13	2	1.49011e+110
14	2	1.65717e+112
15	2	1.84181e+114
16	2	2.04576e+116
17	2	2.27088e+118
18	2	2.51921e+120
19	2	2.79297e+122
20	2	3.09458e+124
21	2	3.42666e+126
22	2	3.79207e+128
23	2	4.19391e+130
24	2	4.63554e+132
25	2	5.12062e+134
26	2	5.65309e+136
27	2	6.23724e+138
28	2	6.87768e+140
29	2	7.57939e+142
30	2	8.34771e+144
31	2	9.18839e+146
32	2	1.01075e+149
33	2	1.11117e+151
34	2	1.22077e+153
35	2	1.34028e+155
36	2	1.47045e+157
37	2	1.61204e+159
38	2	1.76585e+161
39	2	1.93265e+163
40	2	2.11318e+165
41	2	2.30815e+167
