0	0	0	0	0	0	0	
1	0	0	0	0	0	0	
2	0	0	0.330654	-0.000222746	-0.000865795	0	
3	4.76585e-017	-0.00113907	3.53311	-0.00246635	-0.00896069	-8.46291e-006	
4	0.0194054	-0.0309486	16.7459	-0.0119993	-0.0405781	-0.000117002	
5	0.493497	-0.30133	46.4259	-0.0336083	-0.105448	-0.000613038	
6	4.23429	-1.57482	84.7212	-0.0598534	-0.17604	-0.00172654	
7	18.5218	-5.21519	112.579	-0.0712217	-0.211324	-0.00382145	
8	48.6619	-11.9122	126.362	-0.059298	-0.226216	-0.00975657	
9	85.0861	-19.5113	139.588	-0.0363227	-0.260979	-0.0235115	
10	110.688	-23.1189	151.103	-0.0116178	-0.279719	-0.040332	
11	126.124	-19.8315	150.653	0.01241	-0.234712	-0.0475553	
12	146.574	-13.4427	155.31	0.0176088	-0.198991	-0.0445788	
13	174.685	-10.8474	184.527	-0.00771392	-0.241158	-0.0450244	
14	199.69	-13.2684	213.552	-0.0408179	-0.268033	-0.0521687	
15	216.977	-16.4731	216.327	-0.0712798	-0.210817	-0.0560053	
16	230.317	-19.3294	214.262	-0.113956	-0.160776	-0.0545625	
17	238.069	-23.9032	223.463	-0.15133	-0.151024	-0.0525516	
18	237.962	-29.4742	228.483	-0.163888	-0.119632	-0.0478176	
19	239.73	-35.4843	233.412	-0.175547	-0.100111	-0.0407369	
20	244.958	-43.9148	245.284	-0.190061	-0.113716	-0.0385814	
21	242.459	-53.1347	244.308	-0.19085	-0.0829654	-0.0385845	
22	234.578	-59.5287	235.865	-0.194317	-0.0380051	-0.0320124	
23	225.678	-63.9713	241.046	-0.201194	-0.051962	-0.0223012	
24	212.699	-68.1089	245.406	-0.189638	-0.0630179	-0.0162459	
25	201.228	-71.3592	241.844	-0.170876	-0.0538298	-0.0124818	
26	192.109	-73.3439	242.005	-0.154342	-0.0767135	-0.00939016	
27	178.03	-72.1188	234.45	-0.129456	-0.0858496	-0.00661802	
28	162.65	-65.0566	220.83	-0.106134	-0.0802267	-0.0019997	
29	153.927	-53.7454	219.407	-0.0935617	-0.123938	0.00204217	
30	150.689	-40.9622	216.746	-0.0853423	-0.162353	0.00361253	
31	149.34	-26.299	206.206	-0.0888663	-0.165223	0.00873028	
32	150.323	-10.4232	202.838	-0.109562	-0.191595	0.0148998	
33	151.753	3.54586	200.447	-0.136665	-0.216834	0.0136076	
34	153.683	15.0711	195.154	-0.168118	-0.216046	0.0107239	
35	159.334	24.2166	193.76	-0.206642	-0.225843	0.008969	
36	164.936	28.7348	188.323	-0.246901	-0.225856	0.001751	
37	167.748	29.2704	179.146	-0.285831	-0.201877	-0.00493824	
38	168.561	28.793	174.668	-0.322165	-0.19283	-0.00590912	
39	167.83	27.3897	168.729	-0.354308	-0.185393	-0.00662999	
40	167.387	23.8576	157.11	-0.383829	-0.15143	-0.00776913	
41	164.647	16.9423	144.874	-0.408941	-0.121234	-0.00841288	
42	156.491	6.18822	132.976	-0.426266	-0.104524	-0.00835691	
43	142.28	-6.1252	119.37	-0.437932	-0.0802791	-0.00571859	
44	124.752	-18.6236	104.36	-0.443951	-0.0608007	-0.00295751	
45	107.081	-31.3115	87.308	-0.437819	-0.047146	-0.000706751	
46	85.3503	-42.1996	67.5692	-0.419247	-0.0253569	0.00454465	
47	60.8486	-50.4817	48.4541	-0.396125	-0.0177796	0.0109449	
48	36.6513	-56.9532	29.8423	-0.369383	-0.0272213	0.0160113	
49	12.1897	-60.2049	8.72092	-0.337746	-0.0301862	0.0237005	
50	-8.47051	-59.1521	-11.0285	-0.308253	-0.0400836	0.0353602	
51	-27.7763	-54.4366	-27.7843	-0.284156	-0.0606905	0.0456937	
52	-48.3368	-46.5459	-44.2424	-0.261867	-0.0734528	0.0534464	
53	-65.0501	-37.0759	-56.8119	-0.240295	-0.0937948	0.0601198	
54	-77.1627	-27.0737	-66.8902	-0.222315	-0.120111	0.0621808	
55	-88.1243	-15.431	-80.293	-0.211441	-0.125052	0.0601677	
56	-100.091	-2.72587	-92.9681	-0.205803	-0.123538	0.0580171	
57	-110.277	9.92297	-103.594	-0.203111	-0.128638	0.0536744	
58	-117.826	23.8674	-115.831	-0.206776	-0.125038	0.0478838	
59	-124.705	38.4753	-128.049	-0.21812	-0.115531	0.0436622	
60	-130.966	50.7457	-140.676	-0.235975	-0.10607	0.0388832	
61	-139.473	60.8068	-154.188	-0.259105	-0.0931837	0.0345089	
62	-149.223	69.232	-165.367	-0.284475	-0.0847566	0.0311325	
63	-158.076	73.3958	-175.111	-0.310118	-0.0838018	0.0237521	
64	-167.741	72.4912	-186.207	-0.332806	-0.0765815	0.0146183	
65	-177.49	68.0529	-197.005	-0.347214	-0.0685359	0.00886781	
66	-187.664	60.4534	-204.989	-0.35207	-0.0746056	0.00245163	
67	-197.422	51.5219	-212.739	-0.350551	-0.0790743	-0.00428159	
68	-204.503	43.3735	-222.532	-0.342968	-0.0779224	-0.0047489	
69	-209.482	35.2949	-231.943	-0.324894	-0.085521	-0.00273216	
70	-213.721	27.6448	-239.775	-0.299223	-0.0929998	-0.00119143	
71	-217.778	21.435	-245.732	-0.273334	-0.101286	0.00512262	
72	-219.569	15.8563	-249.688	-0.244388	-0.118803	0.0125744	
73	-219.156	11.7257	-252.377	-0.209778	-0.132985	0.0171476	
74	-218.03	10.4052	-252.228	-0.17253	-0.142419	0.0219776	
75	-214.875	11.0207	-249.383	-0.133291	-0.153775	0.0239578	
76	-209.662	13.2756	-245.439	-0.0961589	-0.162238	0.0226857	
77	-202.446	17.7173	-239.029	-0.0637197	-0.167281	0.0225865	
78	-192.855	23.9428	-231.669	-0.0331775	-0.166926	0.0211114	
79	-182.54	32.0637	-226.059	-0.0106504	-0.155864	0.0186777	
