0	0	-0	0	0	0	0
1	0	-0.0150188	0	3.95218e-05	0	2.11156e-19
2	0	-0.0317892	0	8.36532e-05	0	1.96482e-19
3	0	-0.0483594	0	0.000127257	0	-5.60867e-20
4	0	-0.0627404	0	0.000165101	0	-5.39468e-19
5	0	-0.0730416	0	0.000192208	0	-1.22759e-18
6	0	-0.0776011	0	0.000204207	0	-2.07671e-18
7	0	-0.075105	0	0.000197638	0	-3.02784e-18
8	0	-0.0646867	0	0.000170223	0	-4.01019e-18
9	0	-0.0460025	0	0.000121055	0	-4.9453e-18
10	0	-0.019277	0	5.07272e-05	0	-5.75189e-18
11	0	0.0146839	0	-3.86407e-05	0	-6.3509e-18
12	0	0.0545143	0	-0.000143454	0	-6.67062e-18
13	0	0.098343	0	-0.000258789	0	-6.65159e-18
14	0	0.14388	0	-0.00037862	0	-6.25086e-18
15	0	0.188532	0	-0.00049612	0	-5.44564e-18
16	0	0.229534	0	-0.000604017	0	-4.23573e-18
17	0	0.264107	0	-0.000694996	0	-2.64498e-18
18	0	0.289612	0	-0.000762113	0	-7.21289e-19
19	0	0.303711	0	-0.000799214	0	1.4646e-18
20	0	0.304513	0	-0.000801325	0	3.82169e-18
21	0	0.290709	0	-0.000764998	0	6.24251e-18
22	0	0.261672	0	-0.000688588	0	8.60798e-18
23	0	0.217538	0	-0.000572451	0	1.07931e-17
24	0	0.159241	0	-0.00041904	0	1.26731e-17
25	0	0.088506	0	-0.000232903	0	1.41303e-17
26	0	0.00781402	0	-2.05625e-05	0	1.50603e-17
27	0	-0.0796896	0	0.000209703	0	1.53781e-17
28	0	-0.170314	0	0.000448181	0	1.50237e-17
29	0	-0.25998	0	0.000684136	0	1.39663e-17
30	0	-0.344401	0	0.000906289	0	1.22076e-17
31	0	-0.419284	0	0.00110334	0	9.78314e-18
32	0	-0.48054	0	0.00126454	0	6.7626e-18
33	0	-0.524493	0	0.0013802	0	3.24807e-18
34	0	-0.548079	0	0.00144227	0	-6.29266e-19
35	0	-0.549021	0	0.00144475	0	-4.71395e-18
36	0	-0.525979	0	0.00138411	0	-8.83251e-18
37	0	-0.478656	0	0.00125958	0	-1.28008e-17
38	0	-0.407861	0	0.00107328	0	-1.64321e-17
39	0	-0.315524	0	0.0008303	0	-1.9546e-17
40	0	-0.204654	0	0.000538545	0	-2.19767e-17
41	0	-0.0792484	0	0.000208542	0	-2.35818e-17
42	0	0.0558471	0	-0.000146961	0	-2.42495e-17
43	0	0.195127	0	-0.000513476	0	-2.39053e-17
44	0	0.33265	0	-0.000875367	0	-2.25169e-17
45	0	0.462291	0	-0.00121652	0	-2.00974e-17
46	0	0.578013	0	-0.00152104	0	-1.67067e-17
47	0	0.674144	0	-0.001774	0	-1.24503e-17
48	0	0.745647	0	-0.00196216	0	-7.47686e-18
49	0	0.788371	0	-0.00207459	0	-1.97269e-18
50	0	0.799275	0	-0.00210329	0	3.8449e-18
51	0	0.776597	0	-0.00204361	0	9.73626e-18
52	0	0.719989	0	-0.00189465	0	1.54493e-17
53	0	0.630579	0	-0.00165936	0	2.07301e-17
54	0	0.510971	0	-0.00134462	0	2.53343e-17
55	0	0.365188	0	-0.000960991	0	2.90383e-17
56	0	0.198539	0	-0.000522455	0	3.16496e-17
57	0	0.0174287	0	-4.58636e-05	0	3.30166e-17
58	0	-0.170887	0	0.000449688	0	3.30364e-17
59	0	-0.358591	0	0.000943629	0	3.16613e-17
60	0	-0.537629	0	0.00141477	0	2.89021e-17
61	0	-0.700058	0	0.0018422	0	2.48303e-17
62	0	-0.838392	0	0.00220622	0	1.9576e-17
63	0	-0.930976	0	0.00244986	0	1.31141e-17
64	0	-0.985407	0	0.00259309	0	6.11422e-18
65	0	-0.9995	0	0.00263018	0	-1.1359e-18
66	0	-0.972677	0	0.00255959	0	-8.33953e-18
67	0	-0.906037	0	0.00238423	0	-1.52018e-17
68	0	-0.802307	0	0.00211127	0	-2.14417e-17
69	0	-0.665734	0	0.00175187	0	-2.68039e-17
70	0	-0.501909	0	0.00132077	0	-3.10689e-17
71	0	-0.317537	0	0.000835597	0	-3.4062e-17
72	0	-0.120167	0	0.000316219	0	-3.56608e-17
73	0	0.0821221	0	-0.000216104	0	-3.57998e-17
74	0	0.28105	0	-0.00073958	0	-3.44732e-17
75	0	0.468472	0	-0.00123278	0	-3.17355e-17
76	0	0.636717	0	-0.00167552	0	-2.76987e-17
77	0	0.778898	0	-0.00204966	0	-2.25279e-17
78	0	0.889193	0	-0.00233991	0	-1.6435e-17
79	0	0.963089	0	-0.00253436	0	-9.66932e-18
80	0	0.99756	0	-0.00262507	0	-2.5078e-18
81	0	0.991195	0	-0.00260832	0	4.75638e-18
82	0	0.944254	0	-0.0024848	0	1.18259e-17
83	0	0.85866	0	-0.00225956	0	1.84112e-17
84	0	0.737915	0	-0.00194182	0	2.42429e-17
85	0	0.586963	0	-0.00154459	0	2.90822e-17
86	0	0.411983	0	-0.00108413	0	3.2731e-17
87	0	0.220139	0	-0.000579294	0	3.50399e-17
88	0	0.0192827	0	-5.07423e-05	0	3.59144e-17
89	0	-0.182363	0	0.000479887	0	3.53187e-17
