0	0.000710856	19.9659	0.00730819	-0.00382282	-1.41677e-07	0.000225415	
1	0.000788985	16.8492	0.00378543	0.00410364	-2.39235e-07	0.000317213	
2	0.000835255	13.0474	0.000123263	0.0118657	-3.27957e-07	0.000396247	
3	0.000847803	8.71385	-0.00354903	0.0191518	-4.04161e-07	0.000459287	
4	0.000826064	4.02459	-0.00709922	0.0256674	-4.6463e-07	0.000503742	
5	0.000770812	-0.828881	-0.0103915	0.0311471	-5.06762e-07	0.000527781	
6	0.000684169	-5.64803	-0.0132897	0.0353653	-5.28696e-07	0.000530414	
7	0.000569565	-10.2362	-0.0156658	0.0381477	-5.294e-07	0.000511537	
8	0.000431625	-14.407	-0.0174108	0.0393792	-5.08721e-07	0.000471935	
9	0.000275984	-17.9923	-0.0184458	0.03901	-4.67382e-07	0.000413242	
10	0.000109034	-20.8486	-0.0187303	0.0370577	-4.06946e-07	0.000337863	
11	-6.23763e-05	-22.8625	-0.0182629	0.0336063	-3.2974e-07	0.000248862	
12	-0.000231256	-23.9552	-0.0170776	0.0288023	-2.38759e-07	0.000149835	
13	-0.000390768	-24.0873	-0.0152352	0.0228502	-1.37557e-07	4.476e-05	
14	-0.000534501	-23.2624	-0.0128146	0.0160086	-3.0119e-08	-6.21785e-05	
15	-0.000656691	-21.5318	-0.00990751	0.00858823	7.92846e-08	-0.000166775	
16	-0.000752419	-18.9973	-0.00661582	0.000951653	1.86258e-07	-0.000265013	
17	-0.000817789	-15.8121	-0.00305406	-0.00648813	2.86459e-07	-0.000353288	
18	-0.000850077	-12.1757	0.00064846	-0.0132749	3.75784e-07	-0.000428615	
19	-0.000847867	-8.32065	0.00434769	-0.0189303	4.50553e-07	-0.000488808	
20	-0.000811142	-4.4878	0.00788977	-0.0229967	5.0767e-07	-0.00053257	
21	-0.000741323	-0.89198	0.0111209	-0.0251044	5.44763e-07	-0.000559471	
22	-0.000641222	2.31718	0.0139	-0.0250593	5.60271e-07	-0.000569788	
23	-0.000514927	5.08775	0.0161107	-0.0229285	5.53503e-07	-0.000564234	
24	-0.000367611	7.47705	0.0176689	-0.0190953	5.24645e-07	-0.000543631	
25	-0.00020529	9.62997	0.0185248	-0.0142441	4.74751e-07	-0.000508642	
26	-3.45561e-05	11.721	0.0186592	-0.00925153	4.05702e-07	-0.00045968	
27	0.000137696	13.8714	0.0180774	-0.00498863	3.2014e-07	-0.000397068	
28	0.00030453	16.0693	0.0168039	-0.00207799	2.21382e-07	-0.000321435	
29	0.000459228	18.1264	0.014881	-0.000687782	1.13304e-07	-0.00023425	
30	0.000595529	19.6999	0.0123698	-0.000452113	1.92856e-10	-0.000138264	
31	0.000707876	20.3842	0.00935526	-0.000577656	-1.13428e-07	-3.7657e-05	
32	0.00079164	19.8479	0.00594806	-0.000127618	-2.22988e-07	6.22534e-05	
33	0.000843336	17.9629	0.00228358	0.00160757	-3.24072e-07	0.000155718	
34	0.000860783	14.8689	-0.00148506	0.00480019	-4.12599e-07	0.000237462	
35	0.000843218	10.9391	-0.00519805	0.00897944	-4.8499e-07	0.000303481	
36	0.00079133	6.65189	-0.00870142	0.013198	-5.38301e-07	0.000351427	
37	0.000707228	2.42378	-0.0118575	0.0164182	-5.70324e-07	0.000380454	
38	0.00059433	-1.52155	-0.0145507	0.0179519	-5.79669e-07	0.000390655	
39	0.000457211	-5.18447	-0.0166888	0.0177486	-5.65812e-07	0.000382377	
40	0.000301404	-8.70499	-0.0182008	0.0163847	-5.29125e-07	0.000355808	
41	0.00013318	-12.2066	-0.0190343	0.0147494	-4.7088e-07	0.000311034	
42	-4.06959e-05	-15.6514	-0.0191556	0.0135794	-3.9321e-07	0.000248549	
43	-0.000213219	-18.7873	-0.0185521	0.0130797	-2.99043e-07	0.000169913	
44	-0.000377418	-21.2192	-0.0172378	0.0128326	-1.91982e-07	7.81782e-05	
45	-0.000526629	-22.5682	-0.0152579	0.0120459	-7.61624e-08	-2.21959e-05	
46	-0.000654777	-22.6358	-0.0126906	0.0100096	4.39256e-08	-0.000125959	
47	-0.000756628	-21.48	-0.00964415	0.00651047	1.63621e-07	-0.000227928	
48	-0.000828019	-19.3656	-0.00624932	0.00197412	2.78277e-07	-0.000323695	
49	-0.000866034	-16.6176	-0.00264941	-0.00274491	3.83439e-07	-0.000409875	
50	-0.000869126	-13.4629	0.00100975	-0.0068054	4.7501e-07	-0.000483854	
51	-0.000837171	-9.9539	0.00458716	-0.00979905	5.49398e-07	-0.000543288	
52	-0.000771468	-6.0137	0.0079504	-0.0119065	6.0366e-07	-0.000585749	
53	-0.000674678	-1.57232	0.0109767	-0.013704	6.35619e-07	-0.000608785	
54	-0.00055071	3.29329	0.0135532	-0.0157421	6.43964e-07	-0.000610411	
55	-0.000404563	8.30412	0.0155788	-0.0181537	6.2832e-07	-0.000589774	
56	-0.000242133	13.045	0.0169689	-0.0205296	5.89271e-07	-0.000547589	
57	-6.99783e-05	17.1128	0.0176618	-0.0221334	5.28349e-07	-0.000486111	
58	0.000104944	20.2586	0.0176254	-0.022322	4.47965e-07	-0.000408638	
59	0.000275549	22.4392	0.0168624	-0.0209099	3.51313e-07	-0.000318848	
