0	0
1	0
2	1.86545e-08
3	5.34717e-07
4	7.43723e-06
5	6.68107e-05
6	0.000435212
7	0.00218753
8	0.00881168
9	0.0291539
10	0.0805165
11	0.187505
12	0.37006
13	0.618988
14	0.872121
15	1.01865
16	0.950615
17	0.639528
18	0.174199
19	-0.289648
20	-0.635988
21	-0.849607
22	-0.968491
23	-0.989639
24	-0.852386
25	-0.525954
26	-0.0844875
27	0.33833
28	0.660135
29	0.880027
30	1.00025
31	0.97065
32	0.747065
33	0.374181
34	-0.0382046
35	-0.412485
36	-0.730504
37	-0.965592
38	-1.0479
39	-0.930457
40	-0.651881
41	-0.294819
42	0.0906226
43	0.479566
44	0.811688
45	0.998303
46	0.997869
47	0.840741
48	0.570232
49	0.205524
50	-0.216726
51	-0.609532
52	-0.883987
53	-1.00808
54	-0.988264
55	-0.821077
56	-0.507042
57	-0.098448
58	0.312855
59	0.656943
60	0.901971
61	1.01547
62	0.957378
63	0.726631
64	0.379679
65	-0.0141278
66	-0.407146
67	-0.750714
68	-0.975847
69	-1.02959
70	-0.913521
71	-0.663716
72	-0.313132
73	0.0991384
74	0.501563
75	0.811288
76	0.980364
77	0.998749
78	0.863635
79	0.58026
80	0.192305
81	-0.221514
82	-0.589953
83	-0.868055
84	-1.01657
85	-0.997841
86	-0.80766
87	-0.489108
88	-0.102261
89	0.301083
90	0.664998
91	0.921036
92	1.01751
93	0.946837
94	0.731282
95	0.399181
96	-0.00679995
97	-0.415628
98	-0.749614
99	-0.95845
100	-1.01975
101	-0.921023
102	-0.666831
103	-0.299636
104	0.109837
105	0.495346
106	0.805352
107	0.990619
108	1.0106
109	0.860041
110	0.573413
111	0.200121
112	-0.208831
113	-0.590943
114	-0.875386
115	-1.0115
116	-0.985451
117	-0.806646
118	-0.496518
119	-0.0995252
120	0.313202
121	0.668516
122	0.914907
123	1.01914
124	0.959031
125	0.737333
126	0.394527
127	-0.00657123
128	-0.404727
129	-0.742824
130	-0.963031
131	-1.02213
132	-0.912835
133	-0.660401
134	-0.304152
135	0.105706
136	0.501868
137	0.812709
138	0.988085
139	1.00687
140	0.866454
141	0.582493
142	0.200019
143	-0.212111
144	-0.585525
145	-0.866279
146	-1.01095
147	-0.989829
148	-0.803744
149	-0.488778
150	-0.0989899
151	0.308005
152	0.669667
153	0.922231
154	1.02099
155	0.954687
156	0.738167
157	0.402211
158	-0.00309176
159	-0.408174
160	-0.742779
161	-0.956097
162	-1.01834
163	-0.916426
164	-0.661941
165	-0.298638
166	0.109563
167	0.498578
168	0.810484
169	0.993116
170	1.01172
171	0.864473
172	0.58039
173	0.204767
174	-0.206637
175	-0.586812
176	-0.869082
177	-1.00762
178	-0.98494
179	-0.805166
180	-0.492591
181	-0.0970376
182	0.3127
183	0.669034
184	0.918737
185	1.02286
186	0.960197
187	0.73908
188	0.399456
189	-0.00152151
190	-0.402752
191	-0.741592
192	-0.959494
193	-1.01853
194	-0.912507
195	-0.661455
196	-0.302958
197	0.107907
198	0.501722
199	0.811461
200	0.989459
201	1.0102
202	0.868084
203	0.582668
204	0.202156
205	-0.208232
206	-0.583642
207	-0.866861
208	-1.01064
209	-0.988008
210	-0.803691
211	-0.491264
212	-0.1006
213	0.308689
214	0.669793
215	0.920502
216	1.02038
217	0.95688
218	0.74038
219	0.402375
220	-0.00270505
221	-0.405694
222	-0.740682
223	-0.956804
224	-1.01988
225	-0.916389
226	-0.662017
227	-0.301189
228	0.106309
229	0.497483
230	0.810436
231	0.991541
232	1.00974
233	0.864821
234	0.582142
235	0.204941
236	-0.207693
237	-0.586503
238	-0.86791
239	-1.00851
240	-0.98784
241	-0.807251
242	-0.493574
243	-0.0994527
244	0.308697
245	0.666324
246	0.918088
247	1.02179
248	0.957934
249	0.738044
250	0.400498
251	-0.000972862
252	-0.404089
253	-0.742758
254	-0.959294
255	-1.01916
256	-0.915475
257	-0.664691
258	-0.304657
259	0.106126
260	0.498297
261	0.808244
262	0.988474
263	1.01002
264	0.866685
265	0.581266
266	0.202657
267	-0.207176
268	-0.584381
269	-0.86861
270	-1.01132
271	-0.988425
272	-0.806042
273	-0.494829
274	-0.102936
275	0.307371
276	0.667414
277	0.917452
278	1.01902
279	0.957166
280	0.739978
281	0.401021
